# Gene expression in TPM - median across runs per condition for study SRP063061
	48h	5 days	Upon arrival	Upon dissection
WBGene00224602	90.1	72.8	106.1	74.4
WBGene00224603	1.9	0.7	0.6	1.2
WBGene00224604	632.7	638.6	615.1	595.2
WBGene00224605	46.8	45.8	40.6	43.8
WBGene00224606	350.7	379.6	327.2	385.8
WBGene00224607	107.6	59.5	95.6	149.8
WBGene00224608	88.8	85.2	80.4	73.8
WBGene00224609	43.2	19.8	24.9	33.8
WBGene00224610	34.0	41.5	52.8	42.2
WBGene00224611	601.4	369.3	528.3	692.5
WBGene00224612	36.2	31.0	53.8	42.1
WBGene00224613	50.4	35.3	47.4	76.1
WBGene00224614	23.4	14.1	22.7	29.0
WBGene00224615	34.8	31.3	26.6	31.8
WBGene00224616	3.3	0.8	0.9	2.4
WBGene00224617	0.0	0.0	0.2	0.0
WBGene00224618	4.6	3.6	4.0	5.1
WBGene00224619	24.8	22.5	18.5	20.8
WBGene00224620	4.2	5.2	1.9	5.3
WBGene00224621	212.1	261.7	390.7	256.7
WBGene00224622	124.0	76.7	105.3	141.1
WBGene00224623	18.4	10.3	16.8	26.2
WBGene00224624	26.4	29.4	31.8	26.6
WBGene00224625	7.4	5.7	5.0	13.5
WBGene00224626	82.9	72.2	61.7	69.0
WBGene00224627	255.5	217.8	219.4	212.1
WBGene00224628	6.6	5.7	5.2	6.0
WBGene00224629	23.6	18.0	23.0	42.4
WBGene00224630	7.6	7.9	6.4	6.0
WBGene00224633	24.7	20.0	26.8	47.5
WBGene00224634	66.4	56.2	53.6	69.6
WBGene00224635	24.5	23.0	19.9	27.6
WBGene00224636	49.9	47.3	63.2	108.2
WBGene00224637	126.5	146.9	136.2	144.6
WBGene00224638	25.1	22.2	25.5	35.5
WBGene00224639	27.9	18.9	13.4	24.0
WBGene00224640	87.8	153.2	152.5	143.1
WBGene00224641	42.5	46.2	37.3	46.8
WBGene00224642	60.9	41.1	55.7	65.0
WBGene00224643	53.2	37.3	45.1	50.7
WBGene00224644	33.0	26.0	34.1	53.3
WBGene00224647	8.2	8.4	6.8	11.0
WBGene00224648	22.5	17.8	45.1	24.5
WBGene00224649	34.0	30.6	29.9	45.1
WBGene00224650	104.1	123.6	116.8	128.1
WBGene00224651	46.3	28.8	36.0	59.3
WBGene00224652	20.1	20.8	18.7	19.6
WBGene00224653	36.0	40.2	49.7	55.3
WBGene00224655	4.1	3.7	3.9	3.4
WBGene00224656	6.6	4.5	5.4	5.5
WBGene00224657	74.0	79.6	108.2	111.8
WBGene00224658	53.4	46.7	42.1	56.5
WBGene00224660	46.1	43.6	53.5	42.8
WBGene00224661	42.9	32.6	37.3	36.7
WBGene00224662	49.4	42.3	53.4	51.0
WBGene00224663	37.6	37.9	20.2	43.6
WBGene00224664	75.4	72.1	81.7	80.1
WBGene00224665	32.1	26.1	32.5	35.6
WBGene00224666	0.0	0.0	0.0	0.4
WBGene00224667	76.5	71.9	56.1	75.1
WBGene00224668	25.5	30.1	24.3	26.6
WBGene00224669	73.6	58.8	78.3	84.2
WBGene00224670	33.4	14.5	13.7	29.0
WBGene00224671	6.3	5.0	5.0	8.6
WBGene00224672	2.7	2.0	1.6	5.3
WBGene00224673	6.8	7.7	5.2	8.6
WBGene00224674	25.3	17.7	26.2	31.9
WBGene00224675	181.2	129.7	194.9	164.5
WBGene00224676	115.8	117.5	90.1	123.8
WBGene00224677	30.6	18.4	25.3	29.8
WBGene00224678	41.7	37.2	34.0	46.6
WBGene00224679	17.4	13.3	18.2	23.8
WBGene00224680	9.6	4.1	8.6	19.8
WBGene00224681	56.9	53.6	53.8	46.0
WBGene00224682	50.3	49.5	31.0	36.2
WBGene00224683	42.8	30.9	24.4	33.9
WBGene00224684	20.0	17.4	18.3	25.1
WBGene00224685	36.6	31.3	24.5	32.5
WBGene00224686	1201.4	1419.6	1003.7	1189.2
WBGene00224687	117.6	116.1	151.8	138.4
WBGene00224688	49.9	49.3	50.7	34.5
WBGene00224689	30.1	14.7	19.2	39.6
WBGene00224690	48.4	53.5	66.5	54.9
WBGene00224692	24.4	9.1	61.7	34.8
WBGene00224695	66.3	74.9	69.4	43.7
WBGene00224696	114.2	135.7	192.9	151.6
WBGene00224697	23.6	12.7	20.6	28.5
WBGene00224698	54.1	33.5	50.9	66.3
WBGene00224699	98.8	110.8	116.5	98.2
WBGene00224700	56.3	54.4	61.0	52.5
WBGene00224701	5.6	2.9	6.1	13.8
WBGene00224702	84.2	70.4	100.7	93.5
WBGene00224704	16.4	11.1	24.2	28.1
WBGene00224705	32.7	39.7	42.8	26.1
WBGene00224706	17.8	10.3	16.0	20.0
WBGene00224707	10.2	9.7	8.3	9.1
WBGene00224708	2.8	1.7	4.9	3.5
WBGene00224709	38.2	42.0	44.5	38.6
WBGene00224711	22.9	19.0	26.2	26.6
WBGene00224712	134.4	92.1	137.1	171.3
WBGene00224713	52.9	63.7	82.4	68.7
WBGene00224714	18.6	8.4	14.9	16.3
WBGene00224715	29.4	24.7	24.3	44.1
WBGene00224716	35.5	30.3	48.1	53.9
WBGene00224717	21.7	10.3	14.3	18.1
WBGene00224718	175.1	209.8	201.1	160.8
WBGene00224719	56.4	73.9	66.9	66.2
WBGene00224720	42.4	39.3	49.1	50.6
WBGene00224721	21.4	12.6	16.8	21.2
WBGene00224722	147.2	213.9	137.6	143.2
WBGene00224723	6.2	3.8	3.4	3.8
WBGene00224725	105.4	93.0	89.3	97.7
WBGene00224726	25.5	29.7	35.2	37.1
WBGene00224727	15.4	25.1	24.1	34.2
WBGene00224728	14.0	5.6	8.7	13.1
WBGene00224729	66.6	76.2	81.0	71.7
WBGene00224730	82.4	92.0	110.4	89.0
WBGene00224731	203.3	287.3	387.5	320.0
WBGene00224733	90.3	82.3	104.7	100.0
WBGene00224734	646.4	517.5	600.5	699.3
WBGene00224735	122.1	98.2	119.5	121.5
WBGene00224736	30.2	25.2	33.7	27.5
WBGene00224737	70.8	81.6	62.2	89.6
WBGene00224738	34.3	37.0	29.2	35.5
WBGene00224739	18.1	16.7	19.3	28.5
WBGene00224741	47.0	41.5	45.3	41.6
WBGene00224743	175.0	150.1	199.8	240.7
WBGene00224744	42.4	31.5	41.0	61.5
WBGene00224745	2.9	2.1	2.3	3.5
WBGene00224746	2.5	6.5	5.8	5.4
WBGene00224747	4.0	2.6	3.4	4.7
WBGene00224748	23.5	24.8	31.9	37.2
WBGene00224749	6.5	7.5	4.6	4.1
WBGene00224750	15.0	13.6	16.0	26.3
WBGene00224751	479.2	281.6	344.0	399.1
WBGene00224752	15.3	14.1	40.5	20.5
WBGene00224753	39.7	38.1	40.6	48.0
WBGene00224754	9.0	10.1	4.8	7.8
WBGene00224755	5.6	2.2	3.7	3.4
WBGene00224756	184.2	129.7	174.4	257.4
WBGene00224757	42.8	26.5	39.8	45.2
WBGene00224758	5.4	5.1	6.2	5.6
WBGene00224759	172.6	126.4	128.1	146.6
WBGene00224760	10.5	7.5	9.2	12.8
WBGene00224762	11.5	10.7	10.7	10.5
WBGene00224763	60.8	65.1	67.6	90.1
WBGene00224764	40.1	37.5	53.7	37.1
WBGene00224765	3.9	2.8	3.2	3.6
WBGene00224766	1.5	1.8	2.4	2.8
WBGene00224767	42.9	40.6	52.3	46.7
WBGene00224768	151.8	252.0	345.4	334.2
WBGene00224769	11.8	8.8	9.4	18.1
WBGene00224770	29.5	23.1	22.2	24.2
WBGene00224771	3.6	1.5	2.7	3.8
WBGene00224772	73.4	65.6	67.4	72.4
WBGene00224774	65.2	31.0	38.0	42.8
WBGene00224775	41.1	37.8	45.5	54.8
WBGene00224776	31.6	23.9	14.9	24.0
WBGene00224777	90.2	41.5	64.4	72.2
WBGene00224779	96.0	86.3	62.8	85.1
WBGene00224780	9.1	4.0	8.1	10.0
WBGene00224781	92.6	79.0	91.1	95.2
WBGene00224782	39.3	34.0	41.8	59.3
WBGene00224783	52.9	34.6	27.6	37.0
WBGene00224784	80.7	91.5	117.7	132.1
WBGene00224785	65.5	56.0	69.1	74.9
WBGene00224786	46.8	46.1	47.3	41.6
WBGene00224787	0.5	1.4	1.0	0.7
WBGene00224788	0.4	0.8	0.0	0.3
WBGene00224789	22.2	15.7	31.3	28.1
WBGene00224790	7.3	5.9	8.6	11.7
WBGene00224792	412.5	414.2	486.7	308.5
WBGene00224793	68.3	65.4	74.6	73.9
WBGene00224794	245.0	334.7	200.6	104.8
WBGene00224795	133.1	209.2	271.4	229.7
WBGene00224796	12.7	13.9	18.4	29.1
WBGene00224797	1656.8	1706.4	1586.4	1302.4
WBGene00224799	91.0	88.3	95.2	81.9
WBGene00224800	209.9	186.8	187.2	157.3
WBGene00224801	10.1	8.8	8.7	11.2
WBGene00224802	60.0	36.1	65.2	96.4
WBGene00224803	11.3	9.8	12.7	10.4
WBGene00224804	4.7	3.5	6.0	2.7
WBGene00224805	43.2	32.7	32.3	44.8
WBGene00224806	35.3	22.7	35.1	33.5
WBGene00224807	34.5	27.2	36.8	37.3
WBGene00224808	109.5	89.5	104.3	108.3
WBGene00224810	3.6	1.8	2.7	3.3
WBGene00224811	140.7	159.8	230.7	226.0
WBGene00224813	15.0	13.1	11.2	11.1
WBGene00224815	3.1	2.0	3.8	2.8
WBGene00224816	27.6	27.3	25.4	27.7
WBGene00224817	0.7	0.8	0.3	0.8
WBGene00224818	30.6	20.1	25.4	33.3
WBGene00224819	0.4	0.7	0.9	0.5
WBGene00224820	10.2	7.4	12.5	11.3
WBGene00224821	2.3	0.9	1.3	3.6
WBGene00224822	65.6	43.2	46.9	64.9
WBGene00224823	18.7	25.1	15.6	8.5
WBGene00224824	178.3	166.1	139.3	148.4
WBGene00224825	34.3	17.5	23.9	38.6
WBGene00224826	27.4	33.1	47.4	36.1
WBGene00224827	32.9	20.1	22.7	21.3
WBGene00224828	18.3	10.5	13.1	30.5
WBGene00224829	52.4	57.6	56.2	60.2
WBGene00224831	141.1	139.2	145.0	158.1
WBGene00224832	4.5	3.6	3.8	6.6
WBGene00224833	41.1	32.7	49.7	64.9
WBGene00224836	15.3	6.8	15.1	26.6
WBGene00224838	48.7	34.7	38.3	50.5
WBGene00224839	452.1	474.9	616.4	546.3
WBGene00224841	117.5	90.4	108.0	88.6
WBGene00224842	48.9	34.3	55.3	38.2
WBGene00224843	11.5	10.0	6.2	9.3
WBGene00224844	0.0	0.0	0.0	0.0
WBGene00224845	41.2	29.3	43.9	44.3
WBGene00224846	3.5	2.4	2.4	2.9
WBGene00224847	163.1	153.2	141.9	129.1
WBGene00224848	259.5	202.4	234.2	253.1
WBGene00224849	29.1	13.1	14.5	22.5
WBGene00224850	2.8	4.8	2.1	5.1
WBGene00224851	47.9	21.4	38.8	64.6
WBGene00224852	39.6	47.9	37.3	35.6
WBGene00224853	26.1	29.5	23.5	34.2
WBGene00224854	27.0	12.6	27.3	30.8
WBGene00224855	71.5	39.1	48.4	72.7
WBGene00224856	17.6	15.5	25.8	30.1
WBGene00224857	22.3	16.1	23.9	28.6
WBGene00224858	34.0	29.7	30.9	30.2
WBGene00224859	29.1	20.1	27.5	31.3
WBGene00224860	72.5	69.7	57.3	53.0
WBGene00224861	8.1	6.8	10.0	7.4
WBGene00224862	17.7	11.4	12.1	14.4
WBGene00224863	269.0	263.3	224.3	188.7
WBGene00224864	24.7	15.6	19.5	25.8
WBGene00224865	87.1	79.8	98.6	78.7
WBGene00224866	29.0	92.6	48.7	57.9
WBGene00224867	50.6	66.0	78.5	100.2
WBGene00224868	83.7	81.6	108.1	84.8
WBGene00224869	19.9	24.5	27.0	37.0
WBGene00224870	7.1	4.5	5.7	5.1
WBGene00224871	48.1	50.2	52.0	60.5
WBGene00224872	95.3	107.0	108.9	77.2
WBGene00224873	1.0	2.3	4.4	0.0
WBGene00224874	5.3	3.4	0.9	3.5
WBGene00224875	49.3	45.3	74.2	75.3
WBGene00224877	319.4	435.3	503.7	388.9
WBGene00224878	13.3	8.2	8.4	15.9
WBGene00224879	3.5	2.2	2.7	5.6
WBGene00224881	9.4	5.6	4.2	11.0
WBGene00224882	48.0	55.5	63.9	86.6
WBGene00224883	10.1	6.4	7.3	10.3
WBGene00224884	6.8	11.5	8.0	7.1
WBGene00224885	193.3	141.5	242.1	207.6
WBGene00224886	29.2	15.8	25.6	22.2
WBGene00224887	8.2	5.1	6.9	7.8
WBGene00224888	36.7	24.2	52.9	34.9
WBGene00224889	730.6	755.2	842.4	737.9
WBGene00224890	132.1	157.0	113.3	138.6
WBGene00224891	398.2	376.5	309.7	403.9
WBGene00224892	15.5	8.5	15.4	30.2
WBGene00224893	62.1	44.3	38.8	71.9
WBGene00224894	3.9	7.9	1.0	1.2
WBGene00224895	11.1	8.4	6.9	9.8
WBGene00224896	1.2	1.1	0.7	2.5
WBGene00224897	13.2	9.8	12.1	14.5
WBGene00224898	3.9	2.8	3.4	7.0
WBGene00224899	6.7	4.7	4.9	9.3
WBGene00224900	11.2	15.1	8.3	13.1
WBGene00224901	16.3	9.7	10.9	13.7
WBGene00224902	72.4	51.9	75.6	88.2
WBGene00224903	12.8	10.8	10.5	9.0
WBGene00224904	64.3	46.5	60.3	68.9
WBGene00224905	72.7	59.4	57.2	82.7
WBGene00224906	128.1	111.9	138.0	113.6
WBGene00224907	8.5	6.4	11.6	10.2
WBGene00224908	64.2	51.7	73.2	72.8
WBGene00224909	102.3	114.1	105.6	123.4
WBGene00224910	91.9	62.0	69.0	76.5
WBGene00224911	109.4	94.2	57.0	42.7
WBGene00224912	19.3	13.7	30.6	23.7
WBGene00224913	29.5	22.8	26.8	30.4
WBGene00224916	41.3	34.0	45.8	46.5
WBGene00224917	25.2	24.4	37.6	39.8
WBGene00224918	3.5	2.1	2.4	3.3
WBGene00224919	89.1	78.7	116.5	132.1
WBGene00224920	87.1	98.8	121.3	132.6
WBGene00224921	93.6	61.4	80.8	84.8
WBGene00224922	30.8	25.0	31.5	52.2
WBGene00224923	175.2	189.2	227.7	253.9
WBGene00224924	27.1	12.5	14.8	21.0
WBGene00224925	93.8	63.4	72.0	104.7
WBGene00224926	82.0	100.1	122.3	99.7
WBGene00224927	30.3	24.8	25.7	23.1
WBGene00224928	335.1	351.9	291.2	332.2
WBGene00224929	20.6	13.3	18.5	22.6
WBGene00224930	33.8	38.6	46.7	36.9
WBGene00224931	98.8	109.0	116.5	122.0
WBGene00224932	0.9	1.2	0.7	1.8
WBGene00224935	36.3	35.3	31.9	45.5
WBGene00224937	32.9	22.8	43.1	35.6
WBGene00224938	109.5	89.5	101.4	96.8
WBGene00224939	43.2	35.3	51.7	82.9
WBGene00224940	67.2	68.5	51.6	79.4
WBGene00224941	41.2	28.8	48.4	46.4
WBGene00224942	36.1	47.2	45.8	40.3
WBGene00224943	57.8	68.3	100.0	95.2
WBGene00224944	101.3	133.6	149.4	130.2
WBGene00224945	9.2	7.0	10.9	13.2
WBGene00224946	101.7	119.6	99.6	116.2
WBGene00224947	30.2	21.0	26.6	34.0
WBGene00224948	162.5	157.8	137.3	114.6
WBGene00224949	60.6	42.0	56.1	62.1
WBGene00224950	1.6	1.1	1.3	1.4
WBGene00224951	23.1	19.2	19.6	22.9
WBGene00224952	31.9	25.1	31.5	41.1
WBGene00224953	69.8	58.1	98.6	87.6
WBGene00224955	61.7	50.0	53.4	57.9
WBGene00224956	260.8	245.1	258.3	289.1
WBGene00224957	37.5	42.4	63.6	67.3
WBGene00224958	86.0	108.3	124.7	128.1
WBGene00224959	63.0	55.6	69.6	72.5
WBGene00224960	20.1	15.2	8.9	18.6
WBGene00224961	59.3	54.1	68.4	55.0
WBGene00224962	31.2	19.9	31.9	30.1
WBGene00224963	22.2	19.8	30.7	23.1
WBGene00224964	80.5	52.6	80.3	90.9
WBGene00224965	915.0	879.5	903.6	908.1
WBGene00224966	55.1	70.3	66.7	66.6
WBGene00224967	58.1	63.6	51.9	49.3
WBGene00224968	25.7	21.4	32.6	30.5
WBGene00224969	60.7	37.0	36.1	64.4
WBGene00224970	639.6	1065.6	416.6	297.1
WBGene00224971	12.7	11.1	16.3	20.7
WBGene00224972	630.0	1081.0	471.5	342.5
WBGene00224973	18.0	15.9	14.3	11.4
WBGene00224974	32.5	20.2	47.0	61.0
WBGene00224975	37.0	35.8	37.2	41.9
WBGene00224976	7.4	2.6	6.5	11.0
WBGene00224977	55.8	51.5	62.3	66.1
WBGene00224978	1.3	1.8	0.3	0.0
WBGene00224979	36.9	27.4	23.2	25.7
WBGene00224980	1.1	1.3	0.8	0.8
WBGene00224981	0.9	2.3	1.5	1.1
WBGene00224982	7.9	5.6	12.4	8.7
WBGene00224983	11.0	11.6	6.7	9.3
WBGene00224984	2.1	1.5	0.7	1.1
WBGene00224985	15.0	10.4	12.8	18.7
WBGene00224986	52.0	50.7	48.0	51.4
WBGene00224987	30.9	23.9	19.9	21.1
WBGene00224988	22.2	8.3	8.4	19.3
WBGene00224989	19.2	15.5	24.1	28.7
WBGene00224990	32.1	24.2	32.5	31.9
WBGene00224991	124.0	66.9	100.7	130.9
WBGene00224992	484.7	381.9	392.1	430.4
WBGene00224993	35.9	28.8	28.6	39.3
WBGene00224994	822.2	761.3	616.5	714.2
WBGene00224995	184.2	228.7	175.8	218.7
WBGene00224996	86.7	61.9	116.9	78.7
WBGene00224997	52.6	40.6	36.3	39.8
WBGene00224998	1099.9	1257.9	909.4	909.5
WBGene00224999	2.5	1.7	2.3	1.8
WBGene00225000	27.9	28.4	18.4	24.3
WBGene00225001	221.3	210.0	218.1	208.5
WBGene00225002	3.0	2.8	2.3	2.6
WBGene00225003	32.7	30.6	30.8	41.5
WBGene00225004	13.7	13.9	8.4	18.8
WBGene00225006	42.4	23.7	29.0	37.7
WBGene00225007	51.7	49.1	45.1	61.3
WBGene00225008	620.9	777.8	662.2	710.9
WBGene00225010	4.9	7.1	9.1	9.4
WBGene00225011	155.7	149.9	186.8	183.2
WBGene00225012	28.8	30.2	36.4	38.0
WBGene00225014	110.6	152.2	176.7	178.8
WBGene00225015	36.8	37.3	38.2	41.6
WBGene00225016	22.5	17.2	13.5	25.1
WBGene00225017	176.7	129.3	145.2	216.8
WBGene00225018	6.9	5.4	8.6	6.3
WBGene00225019	3.1	4.3	3.6	4.1
WBGene00225020	69.9	70.6	69.3	63.3
WBGene00225021	121.5	104.1	108.7	120.1
WBGene00225022	55.0	60.7	46.5	48.0
WBGene00225023	45.1	37.0	46.4	51.6
WBGene00225024	8.3	8.0	16.3	17.2
WBGene00225025	12.9	9.4	8.6	14.8
WBGene00225026	45.9	48.8	67.7	53.1
WBGene00225027	46.2	49.1	51.8	79.2
WBGene00225028	147.9	134.2	144.5	91.7
WBGene00225029	342.1	407.3	445.2	437.8
WBGene00225030	33.7	23.8	27.3	33.0
WBGene00225031	44.9	44.0	47.3	45.2
WBGene00225032	82.4	82.5	95.9	81.2
WBGene00225033	32.7	32.5	30.1	14.6
WBGene00225035	106.2	75.3	123.2	137.6
WBGene00225036	59.3	72.3	82.6	58.8
WBGene00225037	31.6	25.4	22.3	30.8
WBGene00225038	3.2	2.6	5.0	4.4
WBGene00225039	6.7	7.7	3.5	5.5
WBGene00225040	20.0	23.6	21.3	22.6
WBGene00225041	168.1	177.2	208.7	165.0
WBGene00225042	0.3	0.8	0.2	1.4
WBGene00225043	2.7	2.2	1.9	3.6
WBGene00225044	7.1	16.2	15.8	15.5
WBGene00225045	16.5	12.4	14.3	21.7
WBGene00225046	89.0	70.2	98.8	92.2
WBGene00225047	41.8	31.7	46.2	49.7
WBGene00225048	37.9	28.2	47.5	53.7
WBGene00225049	0.0	0.0	0.0	0.0
WBGene00225050	72.0	94.5	78.9	75.6
WBGene00225051	28.2	15.0	22.8	31.7
WBGene00225052	29.9	23.1	30.9	57.8
WBGene00225053	36.1	35.8	41.5	39.4
WBGene00225054	1.8	4.4	2.3	2.6
WBGene00225057	15.3	7.0	9.9	11.5
WBGene00225058	50.8	48.7	103.1	85.0
WBGene00225059	8.8	7.7	6.2	5.0
WBGene00225060	115.2	119.7	164.0	124.0
WBGene00225061	27.0	15.3	15.8	22.1
WBGene00225062	12.9	13.9	20.2	26.5
WBGene00225063	8.5	4.0	9.6	10.8
WBGene00225064	95.0	66.5	85.7	90.4
WBGene00225065	27.4	40.3	42.9	49.5
WBGene00225066	38.1	33.4	45.2	39.6
WBGene00225067	23.3	26.1	20.6	29.0
WBGene00225068	29.3	16.4	23.8	28.2
WBGene00225069	181.9	153.6	166.8	148.7
WBGene00225070	87.8	95.6	107.7	90.4
WBGene00225071	10.0	7.4	10.2	12.3
WBGene00225072	186.1	156.4	135.5	143.0
WBGene00225074	25.3	19.4	39.5	32.1
WBGene00225075	29.1	27.2	34.4	52.9
WBGene00225076	27.6	19.3	25.8	34.4
WBGene00225077	65.9	50.7	50.8	66.9
WBGene00225078	170.1	169.1	156.4	184.1
WBGene00225080	19.9	12.0	10.5	16.5
WBGene00225081	59.8	41.1	53.2	66.8
WBGene00225082	23.5	19.2	35.6	30.4
WBGene00225083	38.6	31.7	20.1	32.8
WBGene00225084	4.3	4.4	4.2	1.3
WBGene00225085	26.3	41.6	44.0	46.6
WBGene00225086	64.6	77.8	77.0	82.4
WBGene00225087	96.2	85.3	90.2	73.1
WBGene00225088	42.6	33.1	40.5	43.3
WBGene00225089	27.6	28.2	39.3	34.3
WBGene00225090	9.1	5.7	6.1	7.3
WBGene00225091	4.7	5.5	1.5	6.2
WBGene00225092	101.0	98.6	73.5	90.1
WBGene00225093	8.4	11.1	13.5	13.6
WBGene00225094	8.0	2.4	3.6	7.7
WBGene00225095	34.0	24.9	34.2	45.6
WBGene00225096	23.1	24.9	34.4	34.6
WBGene00225097	53.5	39.2	43.1	52.4
WBGene00225098	25.8	16.8	20.4	17.2
WBGene00225100	141.4	96.4	155.7	207.8
WBGene00225101	35.7	38.7	34.4	58.1
WBGene00225102	0.0	0.2	0.4	0.7
WBGene00225103	31.9	24.6	38.5	37.7
WBGene00225104	42.4	39.6	48.4	46.0
WBGene00225105	29.7	24.9	40.4	48.5
WBGene00225106	2.4	1.8	1.8	2.5
WBGene00225107	145.6	133.0	106.6	109.3
WBGene00225108	127.9	112.1	135.4	138.4
WBGene00225109	42.8	42.0	21.3	31.4
WBGene00225110	71.6	71.5	78.6	73.9
WBGene00225111	20.0	13.8	15.5	25.9
WBGene00225112	53.1	24.5	31.8	54.4
WBGene00225113	71.1	61.2	51.8	63.9
WBGene00225114	5.2	7.2	5.7	9.3
WBGene00225115	20.8	17.3	30.9	31.1
WBGene00225116	116.4	135.8	151.8	144.0
WBGene00225117	9.3	5.9	6.2	8.8
WBGene00225119	35.3	20.0	24.5	51.0
WBGene00225120	688.0	744.1	842.5	695.9
WBGene00225121	45.7	29.1	37.0	49.7
WBGene00225122	61.4	33.4	24.0	47.3
WBGene00225123	13.9	9.2	14.9	13.5
WBGene00225125	102.8	68.3	107.9	87.6
WBGene00225126	299.5	309.3	157.8	287.8
WBGene00225127	39.6	23.0	26.6	35.2
WBGene00225128	55.0	42.0	57.7	40.0
WBGene00225129	14.7	5.8	9.8	19.3
WBGene00225130	73.3	69.5	76.1	86.7
WBGene00225131	58.2	32.3	58.0	90.5
WBGene00225132	52.2	44.6	57.7	64.3
WBGene00225133	0.6	0.7	1.6	0.0
WBGene00225134	1.0	0.6	0.0	1.5
WBGene00225135	29.3	29.5	52.0	37.5
WBGene00225136	12.6	20.8	4.4	6.1
WBGene00225137	8.5	5.3	11.6	18.2
WBGene00225138	8.1	11.0	8.7	2.9
WBGene00225139	145.1	173.2	111.0	103.4
WBGene00225140	5.7	19.8	1.1	5.2
WBGene00225141	117.5	82.1	118.0	131.5
WBGene00225143	1.5	0.5	0.7	0.0
WBGene00225144	7.5	3.8	7.6	1.4
WBGene00225145	56.7	33.5	54.2	60.9
WBGene00225146	137.9	149.1	136.4	131.9
WBGene00225147	11.2	7.5	10.5	12.9
WBGene00225148	38.2	33.5	23.7	30.9
WBGene00225149	2.3	1.6	1.1	2.7
WBGene00225150	61.5	49.5	40.7	58.5
WBGene00225151	27.2	14.0	17.9	28.2
WBGene00225152	40.1	42.1	49.5	45.0
WBGene00225153	103.8	119.9	126.7	115.7
WBGene00225155	64.9	85.4	98.6	87.4
WBGene00225156	80.0	79.8	90.6	84.9
WBGene00225158	87.1	94.1	137.8	109.0
WBGene00225160	21.8	15.9	16.4	23.2
WBGene00225161	0.0	0.0	0.0	0.0
WBGene00225162	118.4	128.3	106.8	139.3
WBGene00225163	19.1	11.6	16.3	25.0
WBGene00225164	9.0	6.3	8.8	19.1
WBGene00225165	115.2	105.9	114.2	105.2
WBGene00225166	11.9	12.7	8.3	5.6
WBGene00225167	35.4	38.9	41.9	33.0
WBGene00225168	367.4	364.0	245.4	298.1
WBGene00225169	285.5	269.8	180.7	233.0
WBGene00225170	12.4	12.3	9.1	11.1
WBGene00225171	2772.4	3269.6	3126.3	3425.7
WBGene00225172	114.3	213.0	118.3	163.7
WBGene00225173	37.4	82.9	73.8	74.1
WBGene00225174	2.7	3.4	4.4	6.6
WBGene00225175	27.7	18.5	30.3	33.4
WBGene00225176	23.0	13.2	22.5	30.6
WBGene00225177	119.2	119.6	137.6	142.5
WBGene00225178	30.0	28.8	44.4	62.4
WBGene00225179	9.2	16.9	11.2	13.3
WBGene00225180	69.2	60.5	68.5	56.5
WBGene00225182	26.5	23.6	20.1	22.5
WBGene00225183	269.7	282.8	299.8	310.5
WBGene00225184	24.6	22.6	22.4	38.5
WBGene00225185	22.2	26.4	50.5	32.4
WBGene00225186	30.4	24.5	38.9	43.4
WBGene00225187	120.0	151.7	172.9	156.5
WBGene00225188	0.0	0.0	0.0	0.0
WBGene00225189	18.1	14.2	11.1	25.9
WBGene00225190	0.0	0.0	0.0	0.0
WBGene00225191	0.0	0.0	0.5	0.0
WBGene00225192	60.6	70.0	68.0	109.3
WBGene00225193	102.7	91.3	85.4	93.4
WBGene00225194	41.3	40.1	69.2	62.1
WBGene00225195	99.1	101.0	56.8	104.7
WBGene00225196	5.5	6.4	13.0	15.3
WBGene00225197	0.4	0.0	0.0	0.0
WBGene00225198	31.9	33.1	29.0	38.9
WBGene00225199	2.5	2.0	1.3	0.4
WBGene00225200	341.4	314.6	269.1	289.2
WBGene00225201	174.3	188.1	161.6	139.3
WBGene00225202	276.0	228.5	262.1	256.2
WBGene00225203	0.0	0.0	0.0	0.0
WBGene00225204	68.8	72.6	75.3	93.6
WBGene00225205	26.9	19.9	19.4	31.9
WBGene00225206	84.9	61.0	67.3	93.7
WBGene00225207	28.0	19.2	28.5	27.8
WBGene00225209	33.8	20.8	26.0	42.6
WBGene00225210	24.8	19.8	19.2	36.6
WBGene00225211	8.9	8.3	10.4	7.9
WBGene00225212	2.0	2.4	7.9	8.9
WBGene00225213	18.8	18.0	22.2	20.0
WBGene00225215	4.4	3.5	2.3	4.0
WBGene00225216	36.0	30.0	26.1	46.9
WBGene00225217	16.5	13.0	17.1	11.3
WBGene00225219	8.7	6.7	7.1	5.1
WBGene00225220	53.1	53.1	60.8	49.2
WBGene00225221	63.5	67.3	73.0	61.3
WBGene00225223	0.0	0.0	0.0	0.0
WBGene00225224	1.7	1.0	1.7	2.4
WBGene00225225	8.2	8.4	5.6	5.7
WBGene00225226	81.8	51.7	54.4	78.9
WBGene00225227	28.2	34.6	40.3	50.9
WBGene00225228	128.2	146.4	93.7	123.3
WBGene00225229	11.8	7.7	15.6	24.5
WBGene00225230	204.6	179.8	194.4	201.8
WBGene00225231	215.0	232.8	210.7	195.2
WBGene00225232	23.7	18.3	21.2	13.7
WBGene00225233	57.7	32.8	52.9	111.9
WBGene00225234	12.9	16.0	12.3	18.8
WBGene00225235	38.8	29.8	35.9	37.9
WBGene00225236	6.9	9.0	8.0	7.0
WBGene00225237	131.8	145.0	150.2	169.0
