# Gene expression in TPM - median across runs per condition for study SRP066611
# !Ivermectin 1 uM, 5 d: Low replicates (2)
	0h	48 h	5 d	Ivermectin 1 uM, 48 h	!Ivermectin 1 uM, 5 d	Ivermectin 300 nM, 48 h	Ivermectin 300 nM, 5 d
WBGene00234243	82.8	75.0	71.8	75.3	81.5	86.6	71.1
WBGene00234244	49.8	34.4	30.1	30.2	15.8	26.8	25.7
WBGene00234246	118.3	121.6	115.4	90.5	127.9	114.4	99.0
WBGene00234247	48.5	57.1	54.9	42.8	48.2	40.9	60.5
WBGene00234248	68.2	68.0	57.1	57.0	59.0	69.6	60.3
WBGene00234249	129.4	152.8	120.0	117.0	116.5	104.0	127.2
WBGene00234250	66.1	76.9	68.9	70.3	70.6	60.4	77.9
WBGene00234251	60.8	46.0	64.2	59.4	47.9	55.6	60.6
WBGene00234252	43.8	52.0	45.0	42.1	40.0	27.0	54.7
WBGene00234253	24.0	26.1	22.1	9.7	16.0	20.4	8.7
WBGene00234254	6.4	14.4	24.6	31.9	23.9	17.3	20.4
WBGene00234255	66.3	61.8	50.2	68.9	40.3	43.8	57.6
WBGene00234256	446.4	349.0	351.7	327.5	333.5	358.9	336.5
WBGene00234257	145.2	118.1	71.4	92.1	56.8	107.5	57.0
WBGene00234258	145.5	171.0	153.7	136.6	138.6	196.0	151.1
WBGene00234259	172.7	131.7	127.8	100.4	138.9	128.7	140.3
WBGene00234260	34.8	42.0	38.2	22.8	36.8	48.6	33.9
WBGene00234261	415.6	350.2	348.1	392.8	394.0	473.2	305.7
WBGene00234262	221.6	268.0	207.4	235.8	184.6	253.7	228.8
WBGene00234263	102.8	103.8	86.6	100.5	85.6	64.9	82.3
WBGene00234264	125.3	131.7	139.9	118.6	89.1	121.7	114.1
WBGene00234265	12.4	13.0	11.1	15.3	14.2	18.7	12.2
WBGene00234266	104.0	93.2	67.0	75.3	77.9	111.2	68.3
WBGene00234267	153.3	131.8	119.0	144.2	102.7	115.7	112.6
WBGene00234268	1080.5	1233.0	1526.4	1395.0	1542.5	1545.0	1511.7
WBGene00234269	196.7	187.5	165.3	161.2	146.0	150.1	163.5
WBGene00234270	75.0	91.1	84.7	65.8	100.2	88.0	96.0
WBGene00234271	157.5	192.9	154.4	135.1	128.8	191.4	138.2
WBGene00234272	142.9	132.0	102.9	95.0	88.6	103.0	94.4
WBGene00234273	179.9	197.6	176.4	171.3	194.7	164.2	193.4
WBGene00234274	51.4	114.0	83.6	70.1	90.6	75.3	81.8
WBGene00234275	126.3	127.9	120.3	106.5	102.9	138.1	123.4
WBGene00234276	259.7	299.9	230.7	264.1	263.4	281.2	279.5
WBGene00234277	196.4	157.8	139.2	122.2	106.8	128.6	143.9
WBGene00234278	82.4	60.7	53.9	65.6	42.9	47.8	49.9
WBGene00234279	12.2	33.3	21.0	13.3	13.9	22.6	20.6
WBGene00234280	156.8	150.9	164.0	127.5	166.2	139.1	203.0
WBGene00234281	89.5	125.0	112.0	45.8	84.1	121.6	110.0
WBGene00234282	49.1	63.3	46.9	41.8	53.1	83.0	36.0
WBGene00234283	260.7	263.9	290.6	308.0	331.0	354.6	298.1
WBGene00234284	275.2	224.8	212.1	202.2	188.8	269.1	210.9
WBGene00234285	45.5	52.5	49.7	41.8	54.3	71.9	59.6
WBGene00234286	252.7	218.2	248.4	201.3	243.2	231.1	244.0
WBGene00234287	218.2	157.1	135.8	131.8	140.3	167.3	184.1
WBGene00234288	223.3	223.6	177.8	228.2	192.6	236.8	184.1
WBGene00234289	905.2	793.7	883.3	769.1	1142.4	873.5	1176.9
WBGene00234290	96.6	107.9	66.0	92.6	75.5	97.2	93.5
WBGene00234291	85.4	102.9	79.3	85.5	108.2	101.3	92.7
WBGene00234292	210.1	193.0	168.2	157.5	180.9	223.5	172.3
WBGene00234293	79.1	95.1	71.3	70.5	62.9	52.9	81.4
WBGene00234294	67.4	70.2	65.1	54.9	61.8	71.0	66.8
WBGene00234295	427.4	447.0	403.1	523.7	434.5	540.2	392.1
WBGene00234296	82.8	73.8	52.4	63.5	50.8	91.1	75.5
WBGene00234297	1210.3	1163.2	1258.8	1088.0	1214.2	1170.7	1280.8
WBGene00234298	143.6	190.8	174.5	104.1	198.8	189.4	163.9
WBGene00234299	288.6	283.8	343.0	316.4	314.8	331.7	329.0
WBGene00234300	842.5	789.3	790.7	657.1	995.8	951.4	1056.9
WBGene00234301	118.4	146.5	155.5	95.2	196.8	163.7	169.6
WBGene00234302	119.6	128.2	110.0	114.7	105.3	122.8	127.8
WBGene00234303	1950.4	1363.8	1358.6	1554.8	1490.4	1513.7	1532.3
WBGene00234304	1803.5	1937.3	2601.1	1687.4	2858.2	1838.1	2706.3
WBGene00234305	47.2	52.8	65.1	38.2	42.3	61.7	48.8
WBGene00234306	1017.6	969.8	985.7	894.3	1141.2	1064.4	1082.5
WBGene00234307	638.4	667.0	741.7	696.7	963.3	996.9	988.5
WBGene00234308	87.6	130.0	98.9	84.4	83.1	146.0	81.6
WBGene00234309	158.2	195.8	204.6	220.7	189.7	204.7	185.7
WBGene00234310	2689.2	2926.8	3399.3	3318.0	5164.2	3450.4	4489.5
WBGene00234311	145.9	146.1	113.6	144.9	107.9	136.4	111.6
WBGene00234312	149.2	132.0	157.2	121.8	167.1	123.1	139.7
WBGene00234313	145.6	136.1	115.7	138.5	123.1	135.5	122.8
WBGene00234314	811.4	744.7	765.4	638.0	845.5	792.2	840.1
WBGene00234315	216.8	201.1	191.9	205.4	271.2	262.1	266.8
WBGene00234316	1266.6	940.8	1036.3	1122.4	1134.2	1085.0	1076.7
WBGene00234317	241.3	218.8	306.6	290.1	241.6	305.8	261.0
WBGene00234318	111.0	146.5	114.4	131.1	137.0	179.2	133.7
WBGene00234319	436.2	443.8	578.5	480.6	578.9	580.6	519.7
WBGene00234320	3456.3	3488.6	4145.7	4166.7	5064.1	4009.3	4415.9
WBGene00234321	427.3	390.9	541.6	366.4	542.1	349.5	460.2
WBGene00234322	958.3	1117.0	1175.3	1438.8	1218.7	1225.3	1140.4
WBGene00234323	409.7	411.4	380.4	418.9	367.3	372.2	346.0
WBGene00234324	298.2	404.2	380.4	394.4	352.9	400.9	354.7
WBGene00234325	391.9	308.6	379.4	329.8	320.8	341.9	261.1
WBGene00234326	796.7	695.1	774.6	710.0	809.0	1004.6	863.6
WBGene00234329	276.9	258.8	262.3	250.4	307.9	324.6	290.8
WBGene00234330	275.2	310.1	364.0	259.7	321.7	390.7	213.8
WBGene00234331	507.0	328.6	352.1	454.6	307.0	379.9	336.0
WBGene00234332	725.7	724.3	703.4	672.5	660.5	878.8	705.5
WBGene00234333	196.6	207.9	193.9	186.7	154.6	164.4	143.5
WBGene00234334	1601.9	1721.6	2249.8	1870.5	2318.6	2041.9	2164.6
WBGene00234335	1688.9	1615.1	2064.3	1541.1	2134.7	1653.3	2036.1
WBGene00234336	57.8	42.3	67.2	69.8	27.9	61.6	67.2
WBGene00234337	264.3	134.2	189.4	274.5	142.9	191.9	147.3
WBGene00234338	764.0	919.6	818.0	1057.1	938.6	1006.6	823.8
WBGene00234339	332.6	414.3	349.1	398.9	365.4	474.4	359.1
WBGene00234340	205.3	168.8	180.7	278.4	196.9	259.8	146.2
WBGene00234341	143.7	236.4	189.5	210.7	147.5	249.7	149.5
WBGene00234342	1082.0	1026.6	1297.7	1263.3	1368.2	1066.2	1169.7
WBGene00234343	1215.6	1373.0	1252.8	1609.4	1337.4	1354.0	1419.7
WBGene00234344	438.8	364.6	536.7	332.8	482.8	419.8	499.5
WBGene00234345	1393.9	2065.7	2009.6	2254.7	1935.3	1982.2	1917.2
WBGene00234346	4.5	13.2	4.0	8.7	10.2	0.0	4.4
WBGene00234347	117.1	155.3	122.2	154.3	130.9	153.3	142.1
WBGene00234348	60.5	65.1	48.0	65.8	46.2	42.7	38.6
WBGene00234349	220.9	209.1	199.2	203.8	218.3	218.8	178.1
WBGene00234350	25.8	14.1	17.0	10.8	15.1	21.1	18.3
WBGene00234351	0.0	23.1	20.4	0.0	11.4	36.8	0.0
WBGene00234355	10.2	19.3	11.8	1.9	9.5	11.5	37.4
WBGene00234357	2.5	10.4	0.0	0.0	0.0	0.0	9.0
WBGene00234359	2.2	1.0	0.0	0.0	0.0	2.0	2.0
WBGene00234360	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234361	21.8	29.7	13.1	29.1	29.4	26.1	0.0
WBGene00234362	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234363	6.6	8.0	0.0	0.0	0.0	0.0	0.0
WBGene00234364	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234365	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234366	23.6	30.8	81.0	13.9	21.9	42.6	27.8
WBGene00234367	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234368	4.9	4.1	0.0	0.0	8.8	15.9	0.0
WBGene00234370	3.0	2.0	2.8	1.6	1.7	1.2	1.1
WBGene00234373	15.5	13.5	5.9	15.1	24.9	11.6	5.8
WBGene00234377	81.4	61.7	61.3	42.6	61.3	58.2	68.8
WBGene00234378	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234379	1.1	0.9	0.0	0.0	0.0	0.0	0.0
WBGene00234380	18.5	0.0	25.8	0.0	0.0	16.6	0.0
WBGene00234381	17.6	21.1	13.3	9.2	8.1	7.8	15.2
WBGene00234382	5.7	0.0	10.3	0.0	11.0	0.0	0.0
WBGene00234385	6.6	0.0	0.0	0.0	25.4	0.0	27.4
WBGene00234386	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234387	27.8	39.3	44.4	60.7	48.2	71.6	32.8
WBGene00234391	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234397	1.4	0.0	0.0	0.0	0.0	0.0	2.0
WBGene00234399	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234403	0.0	0.0	0.0	0.0	0.0	5.9	0.0
WBGene00234405	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234418	5.0	0.0	17.3	19.4	8.7	33.8	17.0
WBGene00234419	0.0	18.3	16.1	0.0	8.1	0.0	15.8
WBGene00234423	8.7	18.3	8.4	5.1	8.6	8.1	0.0
WBGene00234425	4.8	6.2	4.4	0.0	4.9	0.0	4.3
WBGene00234429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234434	0.0	0.0	0.0	0.0	2.2	3.9	0.0
WBGene00234440	0.0	1.3	0.0	0.0	0.0	0.0	0.0
WBGene00234443	21.6	11.7	7.7	31.5	12.4	0.0	0.0
WBGene00234453	97.6	110.1	75.8	87.0	69.4	93.2	59.1
WBGene00234461	0.0	6.2	8.1	2.8	9.3	0.0	0.0
WBGene00234462	0.0	0.0	0.0	0.0	10.7	0.0	0.0
WBGene00234466	13.8	57.0	37.4	69.9	62.3	55.9	42.9
WBGene00234468	0.0	0.0	0.0	0.0	0.0	17.6	0.0
WBGene00234470	129.9	67.0	81.6	45.8	42.1	36.8	40.1
WBGene00234475	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234476	0.0	6.1	0.0	0.0	26.7	11.6	14.8
WBGene00234479	0.0	4.8	6.3	0.0	0.0	0.0	0.0
WBGene00234492	6.3	9.7	8.5	6.8	5.3	3.6	9.7
WBGene00234493	0.0	0.0	0.0	0.0	6.4	3.0	0.0
WBGene00234494	6.3	0.0	0.0	3.6	0.0	0.0	0.0
WBGene00234496	7.6	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234498	16.6	12.2	15.4	9.1	6.8	5.2	10.4
WBGene00234500	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234501	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234510	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234511	81.2	169.2	208.9	112.9	150.5	190.0	204.6
WBGene00234514	3.9	33.9	8.6	45.0	7.8	0.0	17.7
WBGene00234516	48.9	84.8	36.3	29.5	61.4	45.4	39.8
WBGene00234518	42.1	39.7	37.3	39.1	13.6	48.2	0.0
WBGene00234519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234520	9.7	17.1	15.5	33.8	12.9	18.1	4.9
WBGene00234526	10.9	6.2	12.1	24.9	0.0	0.0	0.0
WBGene00234531	11.8	3.8	3.9	10.2	5.1	14.1	16.0
WBGene00234533	32.2	17.9	14.7	10.0	0.0	31.6	0.0
WBGene00234534	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234535	0.0	7.8	0.0	4.3	3.9	0.0	0.0
WBGene00234537	9.3	0.0	0.0	2.5	0.0	7.2	0.0
WBGene00234539	17.7	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234545	6.2	1.7	0.0	0.0	0.0	6.9	0.0
WBGene00234549	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234552	0.0	22.6	20.0	0.0	20.0	18.0	39.2
WBGene00234553	0.0	15.3	4.2	0.0	0.0	0.0	0.0
WBGene00234562	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234566	30.9	36.5	46.8	38.0	50.3	35.8	40.6
WBGene00234568	0.0	18.0	7.3	7.5	8.4	7.2	0.0
WBGene00234571	21.8	59.5	26.2	49.9	39.4	26.1	29.9
WBGene00234573	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234574	284.6	268.1	244.8	298.8	189.6	308.7	209.7
WBGene00234575	0.0	0.0	0.0	0.0	12.3	0.0	0.0
WBGene00234579	47.9	52.7	41.8	42.9	21.2	22.9	43.8
WBGene00234581	70.1	80.0	59.3	54.8	45.5	59.1	58.0
WBGene00234584	1.2	0.0	0.0	1.4	0.0	2.2	2.5
WBGene00234586	2.5	0.0	0.0	0.0	0.0	8.0	0.0
WBGene00234588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234593	5.8	0.0	0.0	0.0	0.0	18.0	0.0
WBGene00234594	28.5	37.1	19.8	10.4	8.1	20.9	23.3
WBGene00234599	101.4	110.1	27.9	58.0	77.5	38.7	49.4
WBGene00234603	36.2	34.1	36.8	26.4	15.9	17.3	25.1
WBGene00234605	23.6	21.2	25.0	15.2	18.0	34.2	12.3
WBGene00234610	26.7	0.0	49.6	0.0	27.9	44.7	28.3
WBGene00234611	111.4	125.6	108.0	137.7	111.3	132.6	91.6
WBGene00234614	14.8	9.7	10.6	0.0	3.9	13.7	0.0
WBGene00234617	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234620	16.7	13.5	14.3	16.1	0.0	38.8	0.0
WBGene00234621	18.5	7.4	16.9	17.4	10.2	12.1	23.2
WBGene00234628	0.0	3.9	0.0	5.2	0.0	0.0	0.0
WBGene00234629	76.2	72.5	83.5	80.3	76.0	83.2	54.5
WBGene00234639	0.0	2.2	0.0	1.5	0.0	0.0	0.0
WBGene00234641	10.8	0.0	8.1	17.5	17.0	23.3	15.3
WBGene00234657	3.8	2.8	0.0	4.4	6.2	5.7	2.5
WBGene00234665	27.1	16.7	9.2	14.4	6.9	16.0	30.5
WBGene00234689	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234690	238.1	331.2	289.0	247.6	335.5	306.2	250.5
WBGene00234693	129.2	88.2	97.1	100.7	133.1	42.0	107.0
WBGene00234700	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234706	473.0	543.2	462.0	604.6	408.7	485.3	508.1
WBGene00234710	45.2	24.8	0.0	0.0	21.7	18.4	23.3
WBGene00234713	23.5	6.3	28.1	0.0	0.0	0.0	0.0
WBGene00234752	16.7	16.5	9.2	4.8	18.6	2.1	10.8
WBGene00234754	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234758	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234759	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234760	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234761	0.0	26.6	0.0	23.9	18.9	34.0	37.1
WBGene00234762	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234763	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234764	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234765	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234768	10.6	0.0	0.0	0.0	0.0	0.0	43.7
WBGene00234769	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234770	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234771	10.4	0.0	0.0	0.0	21.2	0.0	0.0
WBGene00234772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234773	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234774	8.9	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234775	8.8	0.0	0.0	35.5	0.0	28.5	0.0
WBGene00234776	0.0	0.0	20.7	0.0	0.0	0.0	0.0
WBGene00234777	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234778	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234781	0.0	7.7	32.8	31.2	0.0	29.5	0.0
WBGene00234784	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234785	0.0	43.7	11.5	0.0	55.9	37.1	0.0
WBGene00234786	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234787	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234790	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234791	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234792	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234794	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234796	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234797	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234799	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234800	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234801	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234802	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234803	0.0	17.9	76.5	24.2	100.4	38.1	0.0
WBGene00234804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234807	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234808	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234810	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234812	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234813	0.0	0.0	10.4	37.7	0.0	30.2	0.0
WBGene00234814	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234816	0.0	0.0	11.7	0.0	0.0	0.0	37.1
WBGene00234817	0.0	0.0	0.0	0.0	0.0	37.3	0.0
WBGene00234818	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234819	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234820	0.0	0.0	0.0	10.7	0.0	0.0	0.0
WBGene00234821	9.3	0.0	0.0	0.0	18.9	0.0	0.0
WBGene00234822	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234823	0.0	8.0	0.0	0.0	0.0	0.0	33.4
WBGene00234825	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234826	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234827	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234829	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234831	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234833	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234834	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234837	0.0	46.5	38.2	123.8	160.2	114.4	75.2
WBGene00234838	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234841	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234843	0.0	0.0	0.0	10.0	0.0	0.0	0.0
WBGene00234844	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234845	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234846	0.0	0.0	0.0	0.0	18.9	0.0	0.0
WBGene00234847	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234848	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234849	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234850	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234852	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234854	0.0	0.0	0.0	0.0	40.6	0.0	0.0
WBGene00234855	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234856	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234860	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234865	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234868	0.0	0.0	0.0	12.1	0.0	0.0	43.7
WBGene00234869	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234870	10.6	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234871	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234872	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234874	65.7	85.6	81.5	107.6	0.0	68.0	129.2
WBGene00234875	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234876	0.0	0.0	11.8	0.0	0.0	0.0	0.0
WBGene00234877	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234878	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234879	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234880	10.6	43.4	38.2	12.1	42.9	0.0	43.7
WBGene00234882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234886	33.3	44.9	23.6	0.0	0.0	34.5	43.7
WBGene00234887	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234889	21.9	26.6	0.0	95.7	40.1	37.6	37.1
WBGene00234890	0.0	0.0	0.0	12.0	0.0	0.0	0.0
WBGene00234891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234892	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234893	32.2	36.4	0.0	0.0	0.0	37.8	0.0
WBGene00234894	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234895	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234896	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234897	111.1	93.1	39.8	42.9	121.9	103.3	112.7
WBGene00234898	0.0	0.0	0.0	0.0	59.0	34.0	0.0
WBGene00234899	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234905	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234906	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234919	10.9	35.4	0.0	35.9	37.8	36.8	0.0
WBGene00234925	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234927	52.0	152.3	125.6	210.7	119.2	405.7	119.5
WBGene00234928	141.9	111.7	104.7	110.9	75.5	68.7	85.1
WBGene00234929	78.0	68.2	58.4	54.0	64.6	66.5	82.7
WBGene00234930	16.7	18.9	46.5	52.2	23.3	48.9	35.4
WBGene00234931	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234933	125.3	133.6	130.3	89.2	128.1	132.3	138.3
WBGene00234934	0.0	0.0	0.0	0.0	3.9	0.0	0.0
WBGene00234935	90.0	84.4	69.6	73.3	58.3	51.2	79.2
WBGene00234936	145.7	201.0	166.7	142.5	177.2	171.5	145.0
WBGene00234938	51.5	72.6	61.4	59.0	71.3	39.8	71.0
WBGene00234939	5.0	7.1	4.3	2.7	5.8	4.2	0.0
WBGene00234940	13.7	10.1	6.3	9.9	6.7	8.8	9.7
WBGene00234941	66.5	67.1	72.3	66.4	89.6	51.0	83.4
WBGene00234943	77.2	107.5	102.0	84.4	78.8	51.4	89.2
WBGene00234944	23.3	20.2	16.6	33.0	10.1	8.9	11.7
WBGene00234946	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234949	5.1	12.5	6.4	10.0	8.8	8.2	6.1
WBGene00234950	42.7	54.6	46.4	39.8	21.4	21.3	46.6
WBGene00234951	73.4	69.9	47.0	64.4	61.2	57.3	73.1
WBGene00234952	33.5	43.8	37.0	16.9	33.8	48.0	17.4
WBGene00234953	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234954	47.6	41.5	38.2	31.5	27.3	26.8	35.8
WBGene00234956	21.5	22.7	16.6	9.4	10.9	18.2	14.9
WBGene00234957	24.1	33.3	31.2	18.1	14.0	23.9	34.8
WBGene00234959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234960	11.6	24.5	41.7	23.4	22.2	20.8	41.0
WBGene00234963	227.1	316.2	278.4	197.2	256.8	284.5	262.8
WBGene00234964	15.8	14.9	10.2	13.2	14.9	11.0	18.2
WBGene00234967	9.4	0.0	0.0	9.5	0.0	0.0	10.8
WBGene00234968	29.6	39.9	33.3	26.0	23.0	13.8	33.0
WBGene00234970	40.4	51.6	47.8	51.0	37.7	44.2	35.1
WBGene00234971	166.6	178.5	227.8	183.1	215.1	208.8	185.8
WBGene00234972	26.7	23.5	18.5	11.8	16.5	9.8	16.6
WBGene00234973	33.4	55.4	52.8	52.2	40.6	41.8	46.1
WBGene00234976	194.9	206.7	257.3	210.6	319.7	215.9	311.2
WBGene00234977	39.5	34.5	36.6	42.7	33.0	34.2	48.2
WBGene00234979	349.4	217.3	245.8	317.6	284.5	270.5	229.0
WBGene00234980	265.3	248.0	258.9	197.8	198.9	285.6	207.6
WBGene00234985	6.7	5.7	0.0	0.0	0.0	0.0	47.5
WBGene00234986	8540.1	10005.3	10144.3	10607.0	8609.2	13329.4	9073.8
WBGene00234989	84.7	87.6	105.9	103.4	57.4	77.3	54.6
WBGene00234992	121.0	166.4	159.8	158.1	89.9	175.3	145.0
WBGene00234994	1.8	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234996	1.1	4.3	3.2	1.1	1.5	1.7	0.9
WBGene00234999	86.0	90.1	84.9	65.0	77.1	81.3	78.5
WBGene00235000	45.2	40.3	50.2	36.1	40.2	40.1	44.8
